id,title,authors,link,tags,originally_announced_at
3073,BERT-hLSTMs: BERT and Hierarchical LSTMs for Visual Storytelling,"['Jing Su', 'Qingyun Dai', 'Frank Guerin', 'Mian Zhou']",https://arxiv.org/abs/2012.02128,"['cs.CL', 'cs.CV']","Submitted 3 December, 2020; 
      originally announced December 2020."
3074,Improved MVDR Beamforming Using LSTM Speech Models to Clean Spatial Clustering Masks,"['Zhaoheng Ni', 'Felix Grezes', 'Viet Anh Trinh', 'Michael I. Mandel']",https://arxiv.org/abs/2012.02191,"['cs.SD', 'cs.LG', 'eess.AS']","Submitted 2 December, 2020; 
      originally announced December 2020."
3075,Evolving Character-level Convolutional Neural Networks for Text Classification,"['Trevor Londt', 'Xiaoying Gao', 'Bing Xue', 'Peter Andreae']",https://arxiv.org/abs/2012.02223,"['cs.CL', 'cs.LG', 'cs.NE']","Submitted 3 December, 2020; 
      originally announced December 2020."
3076,GraphPB: Graphical Representations of Prosody Boundary in Speech Synthesis,"['Aolan Sun', 'Jianzong Wang', 'Ning Cheng', 'Huayi Peng', 'Zhen Zeng', 'Lingwei Kong', 'Jing Xiao']",https://arxiv.org/abs/2012.02626,"['eess.AS', 'cs.CL', 'cs.SD']","Submitted 2 December, 2020; 
      originally announced December 2020."
3077,Physics Guided Machine Learning Methods for Hydrology,"['Ankush Khandelwal', 'Shaoming Xu', 'Xiang Li', 'Xiaowei Jia', 'Michael Stienbach', 'Christopher Duffy', 'John Nieber', 'Vipin Kumar']",https://arxiv.org/abs/2012.02854,"['physics.ao-ph', 'cs.LG']","Submitted 2 December, 2020; 
      originally announced December 2020."
3078,Data-Efficient Methods for Dialogue Systems,['Igor Shalyminov'],https://arxiv.org/abs/2012.02929,['cs.CL'],"Submitted 4 December, 2020; 
      originally announced December 2020."
3079,Enhanced Offensive Language Detection Through Data Augmentation,"['Ruibo Liu', 'Guangxuan Xu', 'Soroush Vosoughi']",https://arxiv.org/abs/2012.02954,"['cs.CL', 'cs.LG']","Submitted 5 December, 2020; 
      originally announced December 2020."
3080,Align-gram : Rethinking the Skip-gram Model for Protein Sequence Analysis,"['Nabil Ibtehaz', 'S. M. Shakhawat Hossain Sourav', 'Md. Shamsuzzoha Bayzid', 'M. Sohel Rahman']",https://arxiv.org/abs/2012.03324,"['q-bio.QM', 'cs.AI', 'cs.LG', 'q-bio.GN']","Submitted 6 December, 2020; 
      originally announced December 2020."
3081,Combining Spatial Clustering with LSTM Speech Models for Multichannel Speech Enhancement,"['Felix Grezes', 'Zhaoheng Ni', 'Viet Anh Trinh', 'Michael Mandel']",https://arxiv.org/abs/2012.03388,"['cs.SD', 'cs.LG', 'eess.AS']","Submitted 2 December, 2020; 
      originally announced December 2020."
3082,Predicting the Evolution of Photospheric Magnetic Field in Solar Active Regions Using Deep Learning,"['Liang Bai', 'Yi Bi', 'Bo Yang', 'Jun-Chao Hong', 'Zhe Xu', 'Zhen-Hong Shang', 'Hui Liu', 'Hai-Sheng Ji', 'Kai-Fan Ji']",https://arxiv.org/abs/2012.03584,['astro-ph.SR'],"Submitted 7 December, 2020; 
      originally announced December 2020."
3083,An autoencoder wavelet based deep neural network with attention mechanism for multistep prediction of plant growth,"['Bashar Alhnaity', 'Stefanos Kollias', 'Georgios Leontidis', 'Shouyong Jiang', 'Bert Schamp', 'Simon Pearson']",https://arxiv.org/abs/2012.04041,['cs.LG'],"Submitted 7 December, 2020; 
      originally announced December 2020."
3084,Graph-Based Generative Representation Learning of Semantically and Behaviorally Augmented Floorplans,"['Vahid Azizi', 'Muhammad Usman', 'Honglu Zhou', 'Petros Faloutsos', 'Mubbasir Kapadia']",https://arxiv.org/abs/2012.04735,"['cs.LG', 'cs.AI']","Submitted 8 December, 2020; 
      originally announced December 2020."
3085,LSTM recurrent neural network assisted aircraft stall prediction for enhanced situational awareness,"['Tahsin Sejat Saniat', 'Tahiat Goni', 'Shaikat M. Galib']",https://arxiv.org/abs/2012.04876,['cs.LG'],"Submitted 9 December, 2020; 
      originally announced December 2020."
3086,Recurrence-free unconstrained handwritten text recognition using gated fully convolutional network,"['Denis Coquenet', 'Clément Chatelain', 'Thierry Paquet']",https://arxiv.org/abs/2012.04961,['cs.CV'],"Submitted 9 December, 2020; 
      originally announced December 2020."
3087,Com-DDPG: A Multiagent Reinforcement Learning-based Offloading Strategy for Mobile Edge Computing,"['Honghao Gao', 'Xuejie Wang', 'Xiaojin Ma', 'Wei Wei', 'Shahid Mumtaz']",https://arxiv.org/abs/2012.05105,"['cs.DC', 'cs.MA']","Submitted 9 December, 2020; 
      originally announced December 2020."
3088,SE-ECGNet: A Multi-scale Deep Residual Network with Squeeze-and-Excitation Module for ECG Signal Classification,"['Haozhen Zhang', 'Wei Zhao', 'Shuang Liu']",https://arxiv.org/abs/2012.05510,"['cs.LG', 'eess.SP']","Submitted 10 December, 2020; 
      originally announced December 2020."
3089,An IoT Framework for Heart Disease Prediction based on MDCNN Classifier,['Mohammad Ayoub Khan'],https://arxiv.org/abs/2012.05999,"['cs.LG', 'cs.AI']","Submitted 10 December, 2020; 
      originally announced December 2020."
3090,Exploring Deep Neural Networks and Transfer Learning for Analyzing Emotions in Tweets,"['Yasas Senarath', 'Uthayasanker Thayasivam']",https://arxiv.org/abs/2012.06025,"['cs.CL', 'cs.IR', 'cs.LG']","Submitted 10 December, 2020; 
      originally announced December 2020."
3091,Morphology Matters: A Multilingual Language Modeling Analysis,"['Hyunji Hayley Park', 'Katherine J. Zhang', 'Coleman Haley', 'Kenneth Steimel', 'Han Liu', 'Lane Schwartz']",https://arxiv.org/abs/2012.06262,['cs.CL'],"Submitted 11 December, 2020; 
      originally announced December 2020."
3092,DeCoAR 2.0: Deep Contextualized Acoustic Representations with Vector Quantization,"['Shaoshi Ling', 'Yuzong Liu']",https://arxiv.org/abs/2012.06659,"['eess.AS', 'cs.CL', 'cs.LG']","Submitted 11 December, 2020; 
      originally announced December 2020."
3093,Radial Deformation Emplacement in Power Transformers Using Long Short-Term Memory Networks,"['Arash Moradzadeh', 'Kazem Pourhossein', 'Behnam Mohammadi-Ivatloo', 'Tohid Khalili', 'Ali Bidram']",https://arxiv.org/abs/2012.06982,"['eess.SY', 'cs.LG']","Submitted 13 December, 2020; 
      originally announced December 2020."
3094,SPARTA: Speaker Profiling for ARabic TAlk,"['Wael Farhan', ""Muhy Eddin Za'ter"", 'Qusai Abu Obaidah', 'Hisham al Bataineh', 'Zyad Sober', 'Hussein T. Al-Natsheh']",https://arxiv.org/abs/2012.07073,['cs.CL'],"Submitted 13 December, 2020; 
      originally announced December 2020."
3095,Forecasting Daily Primary Three-Hour Net Load Ramps in the CAISO System,"['Ogun Yurdakul', 'Andreas Meyer', 'Fikret Sivrikaya', 'Sahin Albayrak']",https://arxiv.org/abs/2012.07117,"['eess.SP', 'cs.LG', 'stat.AP']","Submitted 13 December, 2020; 
      originally announced December 2020."
3096,LSTM-based Space Occupancy Prediction towards Efficient Building Energy Management,['Juye Kim'],https://arxiv.org/abs/2012.08114,"['eess.SY', 'cs.LG']","Submitted 19 December, 2020; v1 submitted 15 December, 2020;
      originally announced December 2020."
3097,Personalized Step Counting Using Wearable Sensors: A Domain Adapted LSTM Network Approach,"['Arvind Pillai', 'Halsey Lea', 'Faisal Khan', 'Glynn Dennis']",https://arxiv.org/abs/2012.08975,"['cs.LG', 'eess.SP']","Submitted 11 December, 2020; 
      originally announced December 2020."
3098,Sensitive Data Detection with High-Throughput Neural Network Models for Financial Institutions,"['Anh Truong', 'Austin Walters', 'Jeremy Goodsitt']",https://arxiv.org/abs/2012.09597,['cs.LG'],"Submitted 17 December, 2020; 
      originally announced December 2020."
3099,Efficient CNN-LSTM based Image Captioning using Neural Network Compression,"['Harshit Rampal', 'Aman Mohanty']",https://arxiv.org/abs/2012.09708,"['cs.CV', 'cs.AI']","Submitted 17 December, 2020; 
      originally announced December 2020."
3100,Attention-Based LSTM Network for COVID-19 Clinical Trial Parsing,"['Xiong Liu', 'Luca A. Finelli', 'Greg L. Hersch', 'Iya Khalil']",https://arxiv.org/abs/2012.10063,"['cs.CL', 'cs.LG']","Submitted 18 December, 2020; 
      originally announced December 2020."
3101,A Graph Attention Based Approach for Trajectory Prediction in Multi-agent Sports Games,"['Ding Ding', 'H. Howie Huang']",https://arxiv.org/abs/2012.10531,"['cs.LG', 'cs.AI']","Submitted 18 December, 2020; 
      originally announced December 2020."
3102,"Knowledge-Driven Machine Learning: Concept, Model and Case Study on Channel Estimation","['Daofeng Li', 'Kaihe Deng', 'Ming Zhao', 'Sihai Zhang', 'Jinkang Zhu']",https://arxiv.org/abs/2012.11178,['eess.SP'],"Submitted 21 December, 2020; 
      originally announced December 2020."
3103,Domain Adaptation of NMT models for English-Hindi Machine Translation Task at AdapMT ICON 2020,"['Ramchandra Joshi', 'Rushabh Karnavat', 'Kaustubh Jirapure', 'Raviraj Joshi']",https://arxiv.org/abs/2012.12112,"['cs.CL', 'cs.LG']","Submitted 23 December, 2020; v1 submitted 22 December, 2020;
      originally announced December 2020."
3104,Turn Signal Prediction: A Federated Learning Case Study,"['Sonal Doomra', 'Naman Kohli', 'Shounak Athavale']",https://arxiv.org/abs/2012.12401,"['cs.AI', 'cs.CV']","Submitted 22 December, 2020; 
      originally announced December 2020."
3105,Towards Automated Satellite Conjunction Management with Bayesian Deep Learning,"['Francesco Pinto', 'Giacomo Acciarini', 'Sascha Metz', 'Sarah Boufelja', 'Sylvester Kaczmarek', 'Klaus Merz', 'José A. Martinez-Heras', 'Francesca Letizia', 'Christopher Bridges', 'Atılım Güneş Baydin']",https://arxiv.org/abs/2012.12450,"['cs.LG', 'stat.ML']","Submitted 22 December, 2020; 
      originally announced December 2020."
3106,ConvMath: A Convolutional Sequence Network for Mathematical Expression Recognition,"['Zuoyu Yan', 'Xiaode Zhang', 'Liangcai Gao', 'Ke Yuan', 'Zhi Tang']",https://arxiv.org/abs/2012.12619,['cs.CV'],"Submitted 23 December, 2020; 
      originally announced December 2020."
3107,Learning the Gap in the Day-Ahead and Real-Time Locational Marginal Prices in the Electricity Market,"['Nika Nizharadze', 'Arash Farokhi Soofi', 'Saeed D. Manshadi']",https://arxiv.org/abs/2012.12792,"['eess.SY', 'cs.LG']","Submitted 23 December, 2020; 
      originally announced December 2020."
3108,Pain Assessment based on fNIRS using Bidirectional LSTMs,"['Raul Fernandez Rojas', 'Julio Romero', 'Jehu Lopez-Aparicio', 'Keng-Liang Ou']",https://arxiv.org/abs/2012.13231,"['cs.LG', 'cs.AI']","Submitted 27 December, 2020; v1 submitted 24 December, 2020;
      originally announced December 2020."
3109,Recomposition vs. Prediction: A Novel Anomaly Detection for Discrete Events Based On Autoencoder,"['Lun-Pin Yuan', 'Peng Liu', 'Sencun Zhu']",https://arxiv.org/abs/2012.13972,['cs.LG'],"Submitted 27 December, 2020; 
      originally announced December 2020."
3110,Red Dragon AI at TextGraphs 2020 Shared Task: LIT : LSTM-Interleaved Transformer for Multi-Hop Explanation Ranking,"['Yew Ken Chia', 'Sam Witteveen', 'Martin Andrews']",https://arxiv.org/abs/2012.14164,"['cs.CL', 'cs.AI', 'cs.IR']","Submitted 28 December, 2020; 
      originally announced December 2020."
3111,Predicting Organizational Cybersecurity Risk: A Deep Learning Approach,['Benjamin M. Ampel'],https://arxiv.org/abs/2012.14425,"['cs.CR', 'cs.LG']","Submitted 25 December, 2020; 
      originally announced December 2020."
3112,Assessment of the Relative Importance of different hyper-parameters of LSTM for an IDS,"['Mohit Sewak', 'Sanjay K. Sahay', 'Hemant Rathore']",https://arxiv.org/abs/2012.14427,"['cs.CR', 'cs.LG']","Submitted 26 December, 2020; 
      originally announced December 2020."
3113,Sequence Graph Transform (SGT): A Feature Embedding Function for Sequence Data Mining,"['Chitta Ranjan', 'Samaneh Ebrahimi', 'Kamran Paynabar']",https://arxiv.org/abs/1608.03533,"['stat.ML', 'cs.LG']","Submitted 4 October, 2021; v1 submitted 11 August, 2016;
      originally announced August 2016."
3114,IoT Data Analytics Using Deep Learning,"['Xiaofeng Xie', 'Di Wu', 'Siping Liu', 'Renfa Li']",https://arxiv.org/abs/1708.03854,"['cs.NI', 'cs.LG']","Submitted 13 April, 2021; v1 submitted 13 August, 2017;
      originally announced August 2017."
3115,Cascade and Parallel Convolutional Recurrent Neural Networks on EEG-based Intention Recognition for Brain Computer Interface,"['Dalin Zhang', 'Lina Yao', 'Xiang Zhang', 'Sen Wang', 'Weitong Chen', 'Robert Boots']",https://arxiv.org/abs/1708.06578,"['cs.HC', 'q-bio.NC']","Submitted 10 June, 2021; v1 submitted 22 August, 2017;
      originally announced August 2017."
3116,Face Mask Extraction in Video Sequence,"['Yujiang Wang', 'Bingnan Luo', 'Jie Shen', 'Maja Pantic']",https://arxiv.org/abs/1807.09207,['cs.CV'],"Submitted 27 February, 2021; v1 submitted 24 July, 2018;
      originally announced July 2018."
3117,Under the Hood: Using Diagnostic Classifiers to Investigate and Improve how Language Models Track Agreement Information,"['Mario Giulianelli', 'Jacqueline Harding', 'Florian Mohnert', 'Dieuwke Hupkes', 'Willem Zuidema']",https://arxiv.org/abs/1808.08079,"['cs.CL', 'cs.AI']","Submitted 18 November, 2021; v1 submitted 24 August, 2018;
      originally announced August 2018."
3118,On learning an interpreted language with recurrent models,['Denis Paperno'],https://arxiv.org/abs/1809.04128,['cs.CL'],"Submitted 28 December, 2021; v1 submitted 11 September, 2018;
      originally announced September 2018."
3119,Recurrent Transition Networks for Character Locomotion,"['Félix G. Harvey', 'Christopher Pal']",https://arxiv.org/abs/1810.02363,"['cs.GR', 'cs.LG', 'stat.ML']","Submitted 18 March, 2021; v1 submitted 4 October, 2018;
      originally announced October 2018."
3120,The Graph-Based Behavior-Aware Recommendation for Interactive News,"['Mingyuan Ma', 'Sen Na', 'Hongyu Wang', 'Congzhou Chen', 'Jin Xu']",https://arxiv.org/abs/1812.00002,"['cs.IR', 'cs.LG', 'stat.ML']","Submitted 20 May, 2021; v1 submitted 30 November, 2018;
      originally announced December 2018."
3121,GC-LSTM: Graph Convolution Embedded LSTM for Dynamic Link Prediction,"['Jinyin Chen', 'Xueke Wang', 'Xuanheng Xu']",https://arxiv.org/abs/1812.04206,"['cs.SI', 'physics.soc-ph']","Submitted 2 October, 2021; v1 submitted 10 December, 2018;
      originally announced December 2018."
3122,TraPHic: Trajectory Prediction in Dense and Heterogeneous Traffic Using Weighted Interactions,"['Rohan Chandra', 'Uttaran Bhattacharya', 'Aniket Bera', 'Dinesh Manocha']",https://arxiv.org/abs/1812.04767,['cs.RO'],"Submitted 31 July, 2021; v1 submitted 11 December, 2018;
      originally announced December 2018."
3123,A Neurally-Inspired Hierarchical Prediction Network for Spatiotemporal Sequence Learning and Prediction,"['Jielin Qiu', 'Ge Huang', 'Tai Sing Lee']",https://arxiv.org/abs/1901.09002,"['cs.NE', 'cs.CV']","Submitted 1 October, 2021; v1 submitted 25 January, 2019;
      originally announced January 2019."
3124,EAT: a simple and versatile semantic representation format for multi-purpose NLP,['Tommi Gröndahl'],https://arxiv.org/abs/1902.09381,['cs.CL'],"Submitted 12 March, 2021; v1 submitted 25 February, 2019;
      originally announced February 2019."
3125,tspDB: Time Series Predict DB,"['Anish Agarwal', 'Abdullah Alomar', 'Devavrat Shah']",https://arxiv.org/abs/1903.07097,"['cs.DB', 'cs.LG']","Submitted 13 February, 2021; v1 submitted 17 March, 2019;
      originally announced March 2019."
3126,Data-driven Prognostics with Predictive Uncertainty Estimation using Ensemble of Deep Ordinal Regression Models,"['Vishnu TV', 'Diksha', 'Pankaj Malhotra', 'Lovekesh Vig', 'Gautam Shroff']",https://arxiv.org/abs/1903.09795,"['cs.LG', 'stat.ML']","Submitted 4 March, 2021; v1 submitted 23 March, 2019;
      originally announced March 2019."
3127,The Audio Auditor: User-Level Membership Inference in Internet of Things Voice Services,"['Yuantian Miao', 'Minhui Xue', 'Chao Chen', 'Lei Pan', 'Jun Zhang', 'Benjamin Zi Hao Zhao', 'Dali Kaafar', 'Yang Xiang']",https://arxiv.org/abs/1905.07082,"['cs.CR', 'cs.SD', 'eess.AS']","Submitted 26 June, 2021; v1 submitted 16 May, 2019;
      originally announced May 2019."
3128,Learning distant cause and effect using only local and immediate credit assignment,"['David Rawlinson', 'Abdelrahman Ahmed', 'Gideon Kowadlo']",https://arxiv.org/abs/1905.11589,"['stat.ML', 'cs.LG']","Submitted 18 August, 2021; v1 submitted 27 May, 2019;
      originally announced May 2019."
3129,Sequential Neural Networks as Automata,['William Merrill'],https://arxiv.org/abs/1906.01615,"['cs.CL', 'cs.FL', 'cs.LG']","Submitted 4 January, 2021; v1 submitted 4 June, 2019;
      originally announced June 2019."
3130,Improving the Performance of the LSTM and HMM Model via Hybridization,"['Larkin Liu', 'Yu-Chung Lin', 'Joshua Reid']",https://arxiv.org/abs/1907.04670,"['cs.LG', 'cs.CL', 'stat.CO', 'stat.ML']","Submitted 28 February, 2021; v1 submitted 9 July, 2019;
      originally announced July 2019."
3131,Adaptive Noise Injection: A Structure-Expanding Regularization for RNN,"['Rui Li', 'Kai Shuang', 'Mengyu Gu', 'Sen Su']",https://arxiv.org/abs/1907.10885,"['cs.CL', 'cs.LG']","Submitted 17 March, 2021; v1 submitted 25 July, 2019;
      originally announced July 2019."
3132,CloudLSTM: A Recurrent Neural Model for Spatiotemporal Point-cloud Stream Forecasting,"['Chaoyun Zhang', 'Marco Fiore', 'Iain Murray', 'Paul Patras']",https://arxiv.org/abs/1907.12410,"['cs.LG', 'stat.ML']","Submitted 21 February, 2021; v1 submitted 29 July, 2019;
      originally announced July 2019."
3133,Conditional LSTM-GAN for Melody Generation from Lyrics,"['Yi Yu', 'Abhishek Srivastava', 'Simon Canales']",https://arxiv.org/abs/1908.05551,"['cs.AI', 'cs.SD', 'eess.AS']","Submitted 20 April, 2021; v1 submitted 15 August, 2019;
      originally announced August 2019."
3134,In Defense of LSTMs for Addressing Multiple Instance Learning Problems,"['Kaili Wang', 'Jose Oramas', 'Tinne Tuytelaars']",https://arxiv.org/abs/1909.05690,"['cs.CV', 'cs.AI']","Submitted 14 January, 2021; v1 submitted 11 September, 2019;
      originally announced September 2019."
3135,Deep Reinforcement Learning with Modulated Hebbian plus Q Network Architecture,"['Pawel Ladosz', 'Eseoghene Ben-Iwhiwhu', 'Jeffery Dick', 'Yang Hu', 'Nicholas Ketz', 'Soheil Kolouri', 'Jeffrey L. Krichmar', 'Praveen Pilly', 'Andrea Soltoggio']",https://arxiv.org/abs/1909.09902,"['cs.LG', 'stat.ML']","Submitted 14 October, 2021; v1 submitted 21 September, 2019;
      originally announced September 2019."
3136,Lane Attention: Predicting Vehicles' Moving Trajectories by Learning Their Attention over Lanes,"['Jiacheng Pan', 'Hongyi Sun', 'Kecheng Xu', 'Yifei Jiang', 'Xiangquan Xiao', 'Jiangtao Hu', 'Jinghao Miao']",https://arxiv.org/abs/1909.13377,"['cs.LG', 'cs.CV', 'cs.RO', 'stat.ML']","Submitted 14 January, 2021; v1 submitted 29 September, 2019;
      originally announced September 2019."
3137,Identifying nonlinear dynamical systems with multiple time scales and long-range dependencies,"['Dominik Schmidt', 'Georgia Koppe', 'Zahra Monfared', 'Max Beutelspacher', 'Daniel Durstewitz']",https://arxiv.org/abs/1910.03471,"['cs.LG', 'q-bio.QM', 'stat.ML']","Submitted 12 March, 2021; v1 submitted 8 October, 2019;
      originally announced October 2019."
3138,A Joint Model for IT Operation Series Prediction and Anomaly Detection,"['Run-Qing Chen', 'Guang-Hui Shi', 'Wan-Lei Zhao', 'Chang-Hui Liang']",https://arxiv.org/abs/1910.03818,"['cs.LG', 'stat.ML']","Submitted 21 April, 2021; v1 submitted 9 October, 2019;
      originally announced October 2019."
3139,Interaction Relational Network for Mutual Action Recognition,"['Mauricio Perez', 'Jun Liu', 'Alex C. Kot']",https://arxiv.org/abs/1910.04963,['cs.CV'],"Submitted 7 January, 2021; v1 submitted 11 October, 2019;
      originally announced October 2019."
3140,An Efficient and Effective Second-Order Training Algorithm for LSTM-based Adaptive Learning,"['N. Mert Vural', 'Salih Ergüt', 'Suleyman S. Kozat']",https://arxiv.org/abs/1910.09857,"['cs.LG', 'eess.SP', 'stat.ML']","Submitted 31 May, 2021; v1 submitted 22 October, 2019;
      originally announced October 2019."
3141,Collision Avoidance in Pedestrian-Rich Environments with Deep Reinforcement Learning,"['Michael Everett', 'Yu Fan Chen', 'Jonathan P. How']",https://arxiv.org/abs/1910.11689,"['cs.RO', 'cs.AI']","Submitted 25 January, 2021; v1 submitted 24 October, 2019;
      originally announced October 2019."
3142,Tensor Programs I: Wide Feedforward or Recurrent Neural Networks of Any Architecture are Gaussian Processes,['Greg Yang'],https://arxiv.org/abs/1910.12478,"['cs.NE', 'cond-mat.dis-nn', 'cs.LG', 'math-ph']","Submitted 8 May, 2021; v1 submitted 28 October, 2019;
      originally announced October 2019."
3143,Coverage Guided Testing for Recurrent Neural Networks,"['Wei Huang', 'Youcheng Sun', 'Xingyu Zhao', 'James Sharp', 'Wenjie Ruan', 'Jie Meng', 'Xiaowei Huang']",https://arxiv.org/abs/1911.01952,"['cs.LG', 'cs.NE']","Submitted 13 May, 2021; v1 submitted 5 November, 2019;
      originally announced November 2019."
3144,Adversarial Attacks on Time-Series Intrusion Detection for Industrial Control Systems,"['Giulio Zizzo', 'Chris Hankin', 'Sergio Maffeis', 'Kevin Jones']",https://arxiv.org/abs/1911.04278,"['cs.CR', 'cs.LG', 'stat.ML']","Submitted 3 October, 2021; v1 submitted 8 November, 2019;
      originally announced November 2019."
3145,RNN-Test: Towards Adversarial Testing for Recurrent Neural Network Systems,"['Jianmin Guo', 'Yue Zhao', 'Quan Zhang', 'Yu Jiang']",https://arxiv.org/abs/1911.06155,"['cs.CL', 'cs.LG']","Submitted 7 January, 2021; v1 submitted 11 November, 2019;
      originally announced November 2019."
3146,Log Message Anomaly Detection and Classification Using Auto-B/LSTM and Auto-GRU,"['Amir Farzad', 'T. Aaron Gulliver']",https://arxiv.org/abs/1911.08744,"['cs.LG', 'stat.ML']","Submitted 6 April, 2021; v1 submitted 20 November, 2019;
      originally announced November 2019."
3147,Gating Revisited: Deep Multi-layer RNNs That Can Be Trained,"['Mehmet Ozgur Turkoglu', ""Stefano D'Aronco"", 'Jan Dirk Wegner', 'Konrad Schindler']",https://arxiv.org/abs/1911.11033,"['cs.CV', 'cs.LG']","Submitted 6 March, 2021; v1 submitted 25 November, 2019;
      originally announced November 2019."
3148,Stability of the Decoupled Extended Kalman Filter Learning Algorithm in LSTM-Based Online Learning,"['Nuri Mert Vural', 'Fatih Ilhan', 'Suleyman S. Kozat']",https://arxiv.org/abs/1911.12258,"['cs.LG', 'eess.SP', 'stat.ML']","Submitted 31 May, 2021; v1 submitted 25 November, 2019;
      originally announced November 2019."
3149,Neural language modeling of free word order argument structure,"['Charlotte Rochereau', 'Benoît Sagot', 'Emmanuel Dupoux']",https://arxiv.org/abs/1912.00239,['cs.CL'],"Submitted 3 March, 2021; v1 submitted 30 November, 2019;
      originally announced December 2019."
3150,Obesity Prediction with EHR Data: A deep learning approach with interpretable elements,"['Mehak Gupta', 'Thao-Ly T. Phan', 'Timothy Bunnell', 'Rahmatollah Beheshti']",https://arxiv.org/abs/1912.02655,"['stat.AP', 'cs.LG', 'q-bio.QM']","Submitted 22 October, 2021; v1 submitted 5 December, 2019;
      originally announced December 2019."
3151,Audio-Visual Target Speaker Enhancement on Multi-Talker Environment using Event-Driven Cameras,"['Ander Arriandiaga', 'Giovanni Morrone', 'Luca Pasa', 'Leonardo Badino', 'Chiara Bartolozzi']",https://arxiv.org/abs/1912.02671,"['eess.AS', 'cs.LG', 'eess.IV']","Submitted 22 February, 2021; v1 submitted 5 December, 2019;
      originally announced December 2019."
3152,Attention network forecasts time-to-failure in laboratory shear experiments,"['Hope Jasperson', 'David C. Bolton', 'Paul Johnson', 'Robert Guyer', 'Chris Marone', 'Maarten V. de Hoop']",https://arxiv.org/abs/1912.06087,"['physics.geo-ph', 'cs.LG']","Submitted 20 September, 2021; v1 submitted 12 December, 2019;
      originally announced December 2019."
3153,Capsule Attention for Multimodal EEG-EOG Representation Learning with Application to Driver Vigilance Estimation,"['Guangyi Zhang', 'Ali Etemad']",https://arxiv.org/abs/1912.07812,"['cs.LG', 'cs.CV', 'eess.SP', 'stat.ML']","Submitted 13 June, 2021; v1 submitted 16 December, 2019;
      originally announced December 2019."
3154,Deep-learning Architecture for Short-term Passenger Flow Forecasting in Urban Rail Transit,"['Jinlei Zhang', 'Feng Chen', 'Zhiyong Cui', 'Yinan Guo', 'Yadi Zhu']",https://arxiv.org/abs/1912.12563,['eess.SP'],"Submitted 6 August, 2021; v1 submitted 28 December, 2019;
      originally announced December 2019."
3155,Are you still with me? Continuous Engagement Assessment from a Robot's Point of View,"['Francesco Del Duchetto', 'Paul Baxter', 'Marc Hanheide']",https://arxiv.org/abs/2001.03515,['cs.RO'],"Submitted 15 May, 2021; v1 submitted 10 January, 2020;
      originally announced January 2020."
3156,A Content-Based Deep Intrusion Detection System,"['Mahdi Soltani', 'Mahdi Jafari Siavoshani', 'Amir Hossein Jahangir']",https://arxiv.org/abs/2001.05009,"['cs.NI', 'cs.CR', 'cs.LG']","Submitted 16 August, 2021; v1 submitted 14 January, 2020;
      originally announced January 2020."
3157,A Bayesian Long Short-Term Memory Model for Value at Risk and Expected Shortfall Joint Forecasting,"['Zhengkun Li', 'Minh-Ngoc Tran', 'Chao Wang', 'Richard Gerlach', 'Junbin Gao']",https://arxiv.org/abs/2001.08374,"['stat.ML', 'cs.LG', 'q-fin.RM']","Submitted 12 May, 2021; v1 submitted 23 January, 2020;
      originally announced January 2020."
3158,Unsupervised Program Synthesis for Images By Sampling Without Replacement,"['Chenghui Zhou', 'Chun-Liang Li', 'Barnabas Poczos']",https://arxiv.org/abs/2001.10119,"['cs.LG', 'stat.ML']","Submitted 14 June, 2021; v1 submitted 27 January, 2020;
      originally announced January 2020."
3159,DeepBrain: Towards Personalized EEG Interaction through Attentional and Embedded LSTM Learning,"['Di Wu', 'Huayan Wan', 'Siping Liu', 'Weiren Yu', 'Zhanpeng Jin', 'Dakuo Wang']",https://arxiv.org/abs/2002.02086,"['cs.HC', 'cs.LG', 'eess.SP']","Submitted 14 April, 2021; v1 submitted 5 February, 2020;
      originally announced February 2020."
3160,A Spike in Performance: Training Hybrid-Spiking Neural Networks with Quantized Activation Functions,"['Aaron R. Voelker', 'Daniel Rasmussen', 'Chris Eliasmith']",https://arxiv.org/abs/2002.03553,"['cs.LG', 'q-bio.NC', 'stat.ML']","Submitted 1 March, 2021; v1 submitted 10 February, 2020;
      originally announced February 2020."
3161,Anatomy-aware 3D Human Pose Estimation with Bone-based Pose Decomposition,"['Tianlang Chen', 'Chen Fang', 'Xiaohui Shen', 'Yiheng Zhu', 'Zhili Chen', 'Jiebo Luo']",https://arxiv.org/abs/2002.10322,['cs.CV'],"Submitted 26 January, 2021; v1 submitted 24 February, 2020;
      originally announced February 2020."
3162,Deep Reinforcement Learning-BasedRobust Protection in DER-Rich Distribution Grids,"['Dongqi Wu', 'Dileep Kalathil', 'Miroslav Begovic', 'Le Xie']",https://arxiv.org/abs/2003.02422,['eess.SY'],"Submitted 1 June, 2021; v1 submitted 4 March, 2020;
      originally announced March 2020."
3163,Single-View 3D Object Reconstruction from Shape Priors in Memory,"['Shuo Yang', 'Min Xu', 'Haozhe Xie', 'Stuart Perry', 'Jiahao Xia']",https://arxiv.org/abs/2003.03711,['cs.CV'],"Submitted 4 March, 2021; v1 submitted 7 March, 2020;
      originally announced March 2020."
